Updated 6/15/2021,,,,,
,N00025445,"Kustoff, David",R,TN08,H2TN07103
,N00037031,"LaHood, Darin",R,IL18,H6IL18088
,N00033987,"LaMalfa, Doug",R,CA01,H2CA02142
,N00041870,"Lamb, Conor",D,PA17,H8PA18181
,N00028133,"Lamborn, Douglas L",R,CO05,H6CO05159
,N00009724,"Langevin, Jim",D,RI02,H0RI02139
,N00031129,"Lankford, James",R,OKS1,S4OK00232
,N00009759,"Larsen, Rick",D,WA02,H0WA02080
,N00000575,"Larson, John B",D,CT01,H8CT01046
,N00012233,"Latta, Bob",R,OH05,H8OH05036
,N00044232,"Laturner, Jake",R,KS02,H0KS02188
,N00034068,"Lawrence, Brenda",D,MI14,H2MI14111
,N00030642,"Lawson, Al",D,FL05,H0FL02086
,N00009918,"Leahy, Patrick",D,VTS2,S4VT00017
,N00008046,"Lee, Barbara",D,CA13,H8CA09060
,N00031696,"Lee, Mike",R,UTS2,S0UT00165
,N00037247,"Lee, Susie",D,NV03,H6NV04020
,N00042056,"Lesko, Debbie",R,AZ08,H8AZ08158
,N00047972,"Letlow, Julia",R,LA05,H2LA05126
,N00042149,"Levin, Andy",D,MI09,H8MI09118
,N00040667,"Levin, Mike",D,CA49,H8CA49058
,N00035825,"Lieu, Ted",D,CA33,H4CA33119
,N00046125,"Loeffler, Kelly",R,GAS2,S0GA00526
,N00007479,"Lofgren, Zoe",D,CA19,H4CA16049
,N00030676,"Long, Billy",R,MO07,H0MO07113
,N00035347,"Loudermilk, Barry",R,GA11,H4GA11061
,N00033274,"Lowenthal, Alan",D,CA47,H2CA00104
,N00005559,"Lucas, Frank D",R,OK03,H4OK06056
,N00030026,"Luetkemeyer, Blaine",R,MO03,H8MO09153
,N00029562,"Lujan, Ben Ray",D,NMS2,S0NM00058
,N00029788,"Lummis, Cynthia",R,WYS2,S0WY00137
,N00042293,"Luria, Elaine",D,VA02,H8VA02111
,N00013855,"Lynch, Stephen F",D,MA08,H2MA09072
,N00035670,"Mace, Nancy",R,SC01,H0SC01394
,N00041843,"Malinowski, Tom",D,NJ07,H8NJ07223
,N00044040,"Malliotakis, Nicole",R,NY11,H0NY11078
,N00000078,"Maloney, Carolyn B",D,NY12,H2NY14037
,N00034277,"Maloney, Sean Patrick",D,NY18,H2NY22139
,N00032838,"Manchin, Joe",D,WVS1,S0WV00090
,N00030743,"Mann, Tracey",R,KS01,H0KS01123
,N00042159,"Manning, Kathy",D,NC06,H8NC13067
,N00000270,"Markey, Ed",D,MAS2,S4MA00028
,N00037034,"Marshall, Roger",R,KSS1,S0KS00315
,N00034041,"Massie, Thomas",R,KY04,H2KY04121
,N00037269,"Mast, Brian",R,FL18,H6FL18097
,N00037161,"Masto, Catherine Cortez",D,NVS2,S6NV00200
,N00027459,"Matsui, Doris",D,CA06,H6CA05195
,N00042813,"McBath, Lucy",D,GA06,H8GA06393
,N00028152,"McCarthy, Kevin",R,CA23,H6CA22125
,N00026460,"McCaul, Michael",R,TX10,H4TX10093
,N00045730,"McClain, Lisa",R,MI10,H0MI10287
,N00006863,"McClintock, Tom",R,CA04,H8CA04152
,N00012942,"McCollum, Betty",D,MN04,H0MN04049
,N00003389,"McConnell, Mitch",R,KYS1,S2KY00012
,N00039327,"McEachin, Donald",D,VA04,H6VA04061
,N00000179,"McGovern, James P",D,MA02,H4MA03022
,N00026627,"McHenry, Patrick",R,NC10,H4NC10047
,N00031681,"McKinley, David",R,WV01,H0WV01072
,N00026926,"McNerney, Jerry",D,CA09,H4CA11081
,N00001171,"Meeks, Gregory W",D,NY05,H8NY06048
,N00044884,"Meijer, Peter",R,MI03,H0MI03308
,N00000699,"Menendez, Robert",D,NJS1,S6NJ00289
,N00034547,"Meng, Grace",D,NY06,H2NY06116
,N00029303,"Merkley, Jeff",D,ORS1,S8OR00207
,N00029416,"Meuser, Dan",R,PA09,H8PA10147
,N00001799,"Mfume, Kweisi",D,MD07,H6MD07020
,N00041542,"Miller, Carol",R,WV03,H8WV03097
,N00045703,"Miller, Mary",R,IL15,H0IL15129
,N00029495,"Miller-Meeks, Mariannette",R,IA02,H8IA02043
,N00036275,"Moolenaar, John",R,MI04,H4MI04126
,N00033814,"Mooney, Alex",R,WV02,H4WV02080
,N00041295,"Moore, Barry",R,AL02,H8AL02171
,N00046598,"Moore, Blake",R,UT01,H0UT01205
,N00026914,"Moore, Gwen",D,WI04,H4WI04183
,N00005282,"Moran, Jerry",R,KSS2,S0KS00091
,N00043207,"Morelle, Joseph D",D,NY25,H8NY25105
,N00035431,"Moulton, Seth",D,MA06,H4MA06090
,N00045905,"Mrvan, Frank J",D,IN01,H0IN01150
,N00033410,"Mullin, Markwayne",R,OK02,H2OK02083
,N00026050,"Murkowski, Lisa",R,AKS2,S4AK00099
,N00027566,"Murphy, Christopher S",D,CTS1,S2CT00132
,N00044027,"Murphy, Greg",R,NC03,H0NC03172
,N00040133,"Murphy, Stephanie",D,FL07,H6FL07140
,N00007876,"Murray, Patty",D,WAS2,S2WA00189
,N00000939,"Nadler, Jerrold",D,NY10,H2NY17071
,N00006789,"Napolitano, Grace",D,CA32,H8CA34068
,N00000153,"Neal, Richard E",D,MA01,H8MA02041
,N00041080,"Neguse, Joseph",D,CO02,H8CO02160
,N00046067,"Nehls, Troy",R,TX22,H0TX22302
,N00036403,"Newhouse, Dan",R,WA04,H4WA04104
,N00040891,"Newman, Marie",D,IL03,H8IL03102
,N00036154,"Norcross, Don",D,NJ01,H4NJ01084
,N00027783,"Norman, Ralph",R,SC05,H8SC05158
,N00001692,"Norton, Eleanor Holmes",D,DC00,H0DC00058
,N00007248,"Nunes, Devin",R,CA22,H8CA20059
,N00037515,"O'Halleran, Tom",D,AZ01,H6AZ01199
,N00045377,"Obernolte, Jay",R,CA08,H0CA08135
,N00041162,"Ocasio-Cortez, Alexandria",D,NY14,H8NY15148
,N00043581,"Omar, Ilhan",D,MN05,H8MN05239
,N00040675,"Ossoff, Jon",D,GAS1,S8GA00180
,N00045812,"Owens, Burgess",R,UT04,H0UT04076
,N00047888,"Padilla, Alex",D,CAS1,S2CA00955
,N00031958,"Palazzo, Steven",R,MS04,H0MS04120
,N00000781,"Pallone, Frank Jr",D,NJ06,H8NJ03073
,N00035691,"Palmer, Gary",R,AL06,H4AL06098
,N00038601,"Panetta, Jimmy",D,CA20,H6CA20152
,N00042161,"Pappas, Chris",D,NH01,H8NH01210
,N00000751,"Pascrell, Bill Jr",D,NJ09,H6NJ08118
,N00030836,"Paul, Rand",R,KYS2,S0KY00156
,N00034639,"Payne, Donald M Jr",D,NJ10,H2NJ10154
,N00007360,"Pelosi, Nancy",D,CA12,H8CA05035
,N00041956,"Pence, Greg",R,IN06,H8IN06129
,N00027510,"Perlmutter, Ed",D,CO07,H6CO07023
,N00034120,"Perry, Scott",R,PA10,H2PA04135
,N00029277,"Peters, Gary",D,MIS1,S4MI00355
,N00033591,"Peters, Scott",D,CA52,H2CA52089
,N00045421,"Pfluger, August",R,TX11,H0TX11230
,N00041134,"Phillips, Dean",D,MN03,H8MN03143
,N00013817,"Pingree, Chellie",D,ME01,H8ME01120
,N00035000,"Plaskett, Stacey",D,VI00,H2VI00082
,N00033549,"Pocan, Mark",D,WI02,H2WI02124
,N00040865,"Porter, Katie",D,CA45,H8CA45130
,N00003682,"Portman, Rob",R,OHS2,S0OH00133
,N00029662,"Posey, Bill",R,FL08,H8FL15107
,N00042581,"Pressley, Ayanna",D,MA07,H8MA07032
,N00002260,"Price, David",D,NC04,H6NC04037
,N00030581,"Quigley, Mike",D,IL05,H0IL05096
,N00007635,"Radewagen, Amata Coleman",R,AS00,H4AS00036
,N00037036,"Raskin, Jamie",D,MD08,H6MD08457
,N00000362,"Reed, Jack",D,RIS2,S6RI00163
,N00030949,"Reed, Tom",R,NY23,H0NY29054
,N00041871,"Reschenthaler, Guy",R,PA14,H8PA18199
,N00035927,"Rice, Kathleen",D,NY04,H4NY04075
,N00033832,"Rice, Tom",R,SC07,H2SC07066
,N00030184,"Richmond, Cedric",D,LA02,H8LA02054
,N00029441,"Risch, James E",R,IDS1,S8ID00092
,N00038414,"Rochester, Lisa Blunt",D,DE01,H6DE00206
,N00026314,"Rodgers, Cathy McMorris",R,WA05,H4WA05077
,N00003473,"Rogers, Hal",R,KY05,H0KY05015
,N00024759,"Rogers, Mike D",R,AL03,H2AL03032
,N00000286,"Romney, Mitt",R,UTS1,S8UT00176
,N00041599,"Rose, John",R,TN06,H8TN06094
,N00038734,"Rosen, Jacky",D,NVS1,S8NV00156
,N00035517,"Rosendale, Matt",R,MT01,H4MT00050
,N00038565,"Ross, Deborah",D,NC02,H0NC02125
,N00035187,"Rounds, Mike",R,SDS2,S4SD00049
,N00033527,"Rouzer, David",R,NC07,H2NC07096
,N00042268,"Roy, Chip",R,TX21,H8TX21307
,N00006671,"Roybal-Allard, Lucille",D,CA40,H2CA33048
,N00030612,"Rubio, Marco",R,FLS2,S0FL00338
,N00033510,"Ruiz, Raul",D,CA36,H2CA36439
,N00025482,"Ruppersberger, Dutch",D,MD02,H2MD02160
,N00004887,"Rush, Bobby L",D,IL01,H2IL01042
,N00039777,"Rutherford, John",R,FL04,H6FL04105
,N00025280,"Ryan, Tim",D,OH13,S2OH00402
,N00030418,"Sablan, Gregorio",I,MP00,H8MP00041
,N00042810,"Salazar, Maria",R,FL27,H8FL27185
,N00042619,"San Nicolas, Michael",D,GU00,H8GU01020
,N00024870,"Sanchez, Linda",D,CA38,H2CA39078
,N00000528,"Sanders, Bernie",I,VTS1,S4VT00033
,N00027751,"Sarbanes, John",D,MD03,H6MD03292
,N00035544,"Sasse, Ben",R,NES2,S4NE00090
,N00009660,"Scalise, Steve",R,LA01,H0LA01087
,N00042706,"Scanlon, Mary Gay",D,PA05,H8PA07200
,N00004724,"Schakowsky, Jan",D,IL09,H8IL09067
,N00028138,"Schatz, Brian",D,HIS1,S4HI00136
,N00009585,"Schiff, Adam",D,CA28,H0CA27085
,N00033101,"Schneider, Brad",D,IL10,H2IL10068
,N00030071,"Schrader, Kurt",D,OR05,H8OR05107
,N00041606,"Schrier, Kim",D,WA08,H8WA08189
,N00026106,"Schultz, Debbie Wasserman",D,FL23,H4FL20023
,N00001093,"Schumer, Charles E",D,NYS2,S8NY00082
,N00006460,"Schweikert, David",R,AZ06,H4AZ06045
,N00032457,"Scott, Austin",R,GA08,H0GA08099
,N00002147,"Scott, Bobby",D,VA03,H6VA01117
,N00024871,"Scott, David",D,GA13,H2GA13012
,N00043290,"Scott, Rick",R,FLS1,S8FL00273
,N00031782,"Scott, Tim",R,SCS1,S4SC00240
,N00005681,"Sessions, Pete",R,TX17,H2TX03126
,N00030622,"Sewell, Terri",D,AL07,H0AL07086
,N00024790,"Shaheen, Jeanne",D,NHS2,S0NH00219
,N00009920,"Shelby, Richard C",R,ALS2,S6AL00013
,N00006897,"Sherman, Brad",D,CA30,H6CA24113
,N00041154,"Sherrill, Mikie",D,NJ11,H8NJ11142
,N00006263,"Simpson, Mike",R,ID02,H8ID02064
,N00033983,"Sinema, Kyrsten",D,AZS2,S8AZ00197
